total de voitures,Ménages sans voiture,Ménages avec une voiture,Ménages avec deux voitures ou plus,Ménages avec place(s) de stationnement,Nombre total d'accidents,Nombre de personnes tuées,Nombre de personnes indemnes,Nombre de personnes blessées, - dont blessés graves, - dont blessés légers,ville,lien
1020.0,918.0,489.0,531.0,802.0,2.0,0.0,6.0,3.0,0.0,3.0,Néris-les-Bains (03310),/management/ville/neris-les-bains/ville-03195
7.0,4.0,4.0,3.0,3.0,,,,,,,Le Mont-Dieu (08390),/management/ville/le-mont-dieu/ville-08300
110.0,181.0,47.0,63.0,96.0,1.0,0.0,0.0,1.0,1.0,0.0,Saint-Victor-Montvianeix (63550),/management/ville/saint-victor-montvianeix/ville-63402
75.0,73.0,34.0,42.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Léger-de-Peyre (48100),/management/ville/saint-leger-de-peyre/ville-48168
424.0,344.0,284.0,140.0,300.0,1.0,0.0,1.0,1.0,0.0,1.0,Villeneuve-l'Archevêque (89190),/management/ville/villeneuve-l-archeveque/ville-89461
215.0,87.0,114.0,101.0,187.0,1.0,0.0,1.0,1.0,1.0,0.0,Pierrefitte-sur-Loire (03470),/management/ville/pierrefitte-sur-loire/ville-03207
341.0,36.0,130.0,211.0,301.0,6.0,0.0,6.0,7.0,3.0,4.0,Avrainville (91630),/management/ville/avrainville/ville-91041
102.0,12.0,28.0,74.0,86.0,2.0,0.0,4.0,4.0,2.0,2.0,Lahitte (32810),/management/ville/lahitte/ville-32183
219.0,79.0,117.0,102.0,199.0,1.0,0.0,0.0,1.0,1.0,0.0,Parleboscq (40310),/management/ville/parleboscq/ville-40218
129.0,28.0,36.0,93.0,124.0,2.0,0.0,1.0,2.0,1.0,1.0,Angeot (90150),/management/ville/angeot/ville-90002
70.0,38.0,28.0,42.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,Aubigny-la-Ronce (21340),/management/ville/aubigny-la-ronce/ville-21032
1367.0,180.0,577.0,790.0,1214.0,7.0,0.0,8.0,8.0,3.0,5.0,Arnas (69400),/management/ville/arnas/ville-69013
28.0,38.0,12.0,16.0,27.0,,,,,,,Tailhac (43300),/management/ville/tailhac/ville-43242
85.0,25.0,37.0,48.0,65.0,,,,,,,Saint-Fergeux (08360),/management/ville/saint-fergeux/ville-08380
20.0,6.0,9.0,11.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,Marsangis (51260),/management/ville/marsangis/ville-51353
38.0,22.0,16.0,22.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,Monfréville (14230),/management/ville/monfreville/ville-14439
94.0,22.0,36.0,58.0,57.0,,,,,,,Ouézy (14270),/management/ville/ouezy/ville-14482
44.0,15.0,24.0,20.0,43.0,,,,,,,Béthencourt-sur-Somme (80190),/management/ville/bethencourt-sur-somme/ville-80097
15.0,52.0,8.0,7.0,14.0,,,,,,,Le Puch (09460),/management/ville/le-puch/ville-09237
433.0,74.0,150.0,283.0,407.0,1.0,1.0,0.0,1.0,1.0,0.0,La Chapelle-Chaussée (35630),/management/ville/la-chapelle-chaussee/ville-35058
41.0,31.0,26.0,15.0,42.0,,,,,,,Le Jardin (19300),/management/ville/le-jardin/ville-19092
432.0,102.0,190.0,243.0,360.0,1.0,0.0,0.0,1.0,1.0,0.0,Loupiac (33410),/management/ville/loupiac/ville-33253
239.0,78.0,88.0,151.0,214.0,1.0,1.0,4.0,0.0,0.0,0.0,Condéon (16360),/management/ville/condeon/ville-16105
376.0,54.0,147.0,229.0,341.0,1.0,0.0,0.0,4.0,4.0,0.0,Bourguignon (25150),/management/ville/bourguignon/ville-25082
19.0,30.0,8.0,11.0,13.0,,,,,,,Saint-André-de-Buèges (34190),/management/ville/saint-andre-de-bueges/ville-34238
177.0,35.0,67.0,110.0,144.0,,,,,,,Meslay-le-Vidame (28360),/management/ville/meslay-le-vidame/ville-28246
45.0,34.0,24.0,21.0,40.0,1.0,0.0,0.0,5.0,2.0,3.0,Apremont (08250),/management/ville/apremont/ville-08017
239.0,71.0,95.0,145.0,218.0,1.0,0.0,0.0,2.0,1.0,1.0,Larrivière-Saint-Savin (40270),/management/ville/larriviere-saint-savin/ville-40145
20.0,14.0,12.0,8.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,Rieucazé (31800),/management/ville/rieucaze/ville-31452
43.0,6.0,29.0,14.0,30.0,,,,,,,Peyrissas (31420),/management/ville/peyrissas/ville-31414
101.0,15.0,44.0,56.0,95.0,1.0,0.0,1.0,1.0,1.0,0.0,Allondans (25550),/management/ville/allondans/ville-25013
169.0,55.0,64.0,106.0,118.0,1.0,0.0,0.0,1.0,1.0,0.0,Égleny (89240),/management/ville/egleny/ville-89150
235.0,49.0,123.0,112.0,183.0,1.0,0.0,1.0,1.0,1.0,0.0,Neuve-Maison (02500),/management/ville/neuve-maison/ville-02544
45.0,48.0,15.0,30.0,38.0,1.0,0.0,1.0,1.0,0.0,1.0,Soveria (20250),/management/ville/soveria/ville-2B289
226.0,36.0,82.0,144.0,222.0,1.0,0.0,0.0,1.0,1.0,0.0,Riespach (68640),/management/ville/riespach/ville-68273
62.0,100.0,33.0,29.0,52.0,1.0,0.0,0.0,1.0,1.0,0.0,Saint-André-de-Vézines (12720),/management/ville/saint-andre-de-vezines/ville-12211
43.0,29.0,20.0,23.0,36.0,,,,,,,Le Thoult-Trosnay (51210),/management/ville/le-thoult-trosnay/ville-51570
28.0,12.0,13.0,15.0,19.0,,,,,,,Ribeauville (02110),/management/ville/ribeauville/ville-02647
36.0,32.0,11.0,25.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,La Tieule (48500),/management/ville/la-tieule/ville-48191
63.0,36.0,36.0,27.0,39.0,1.0,0.0,3.0,1.0,0.0,1.0,Chaumont (61230),/management/ville/chaumont/ville-61103
1149.0,426.0,771.0,378.0,691.0,2.0,0.0,2.0,2.0,1.0,1.0,Les Noës-près-Troyes (10420),/management/ville/les-noes-pres-troyes/ville-10265
154.0,60.0,88.0,66.0,108.0,1.0,0.0,1.0,1.0,1.0,0.0,Leigneux (42130),/management/ville/leigneux/ville-42119
355.0,121.0,152.0,203.0,306.0,2.0,0.0,0.0,2.0,2.0,0.0,Mazangé (41100),/management/ville/mazange/ville-41131
115.0,25.0,50.0,65.0,107.0,2.0,0.0,0.0,2.0,0.0,2.0,Le Chêne (10700),/management/ville/le-chene/ville-10095
14.0,39.0,4.0,10.0,8.0,,,,,,,Le Clat (11140),/management/ville/le-clat/ville-11093
19.0,27.0,8.0,11.0,13.0,1.0,0.0,1.0,2.0,2.0,0.0,Aspin-Aure (65240),/management/ville/aspin-aure/ville-65039
204.0,69.0,88.0,116.0,179.0,1.0,0.0,0.0,1.0,1.0,0.0,Sainte-Marthe (27190),/management/ville/sainte-marthe/ville-27568
445.0,68.0,170.0,275.0,401.0,1.0,0.0,1.0,2.0,1.0,1.0,Poligné (35320),/management/ville/poligne/ville-35231
66.0,57.0,29.0,38.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,Couture (16460),/management/ville/couture/ville-16114
229.0,26.0,80.0,149.0,206.0,1.0,0.0,0.0,1.0,1.0,0.0,Forstheim (67580),/management/ville/forstheim/ville-67141
207.0,37.0,92.0,114.0,188.0,1.0,1.0,1.0,0.0,0.0,0.0,Les Fontenelles (25210),/management/ville/les-fontenelles/ville-25248
602.0,69.0,206.0,396.0,588.0,1.0,0.0,0.0,1.0,1.0,0.0,Eschentzwiller (68440),/management/ville/eschentzwiller/ville-68084
53.0,29.0,24.0,29.0,39.0,,,,,,,Mesnil-sous-Vienne (27150),/management/ville/mesnil-sous-vienne/ville-27405
59.0,22.0,31.0,29.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,Le Causé (82500),/management/ville/le-cause/ville-82036
78.0,11.0,24.0,54.0,60.0,1.0,0.0,0.0,2.0,2.0,0.0,Osmoy (18390),/management/ville/osmoy/ville-18174
415.0,48.0,139.0,276.0,350.0,2.0,0.0,2.0,2.0,2.0,0.0,Lafitte-Vigordane (31390),/management/ville/lafitte-vigordane/ville-31261
233.0,64.0,103.0,130.0,192.0,,,,,,,Remoncourt (88800),/management/ville/remoncourt/ville-88385
161.0,178.0,95.0,66.0,154.0,2.0,0.0,0.0,4.0,4.0,0.0,Coupiac (12550),/management/ville/coupiac/ville-12080
54.0,36.0,29.0,25.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,Murvaux (55110),/management/ville/murvaux/ville-55365
311.0,142.0,115.0,196.0,287.0,1.0,0.0,1.0,1.0,1.0,0.0,Genneville (14600),/management/ville/genneville/ville-14299
112.0,133.0,60.0,51.0,60.0,,,,,,,Saléchan (65370),/management/ville/salechan/ville-65398
84.0,69.0,36.0,48.0,70.0,1.0,0.0,0.0,3.0,3.0,0.0,Douville-en-Auge (14430),/management/ville/douville-en-auge/ville-14227
235.0,51.0,113.0,122.0,218.0,1.0,0.0,0.0,4.0,3.0,1.0,Thérouldeville (76540),/management/ville/therouldeville/ville-76685
86.0,46.0,40.0,46.0,73.0,1.0,0.0,0.0,2.0,0.0,2.0,Rarécourt (55120),/management/ville/rarecourt/ville-55416
119.0,19.0,44.0,75.0,116.0,,,,,,,Souyeaux (65350),/management/ville/souyeaux/ville-65436
23.0,10.0,5.0,18.0,20.0,,,,,,,Orgeval (02860),/management/ville/orgeval/ville-02573
97.0,49.0,52.0,45.0,89.0,1.0,0.0,0.0,1.0,1.0,0.0,Fontaine-Denis-Nuisy (51120),/management/ville/fontaine-denis-nuisy/ville-51254
133.0,26.0,54.0,79.0,126.0,2.0,0.0,0.0,2.0,2.0,0.0,Borest (60300),/management/ville/borest/ville-60087
311.0,61.0,91.0,220.0,287.0,1.0,0.0,0.0,1.0,1.0,0.0,Optevoz (38460),/management/ville/optevoz/ville-38282
119.0,64.0,52.0,68.0,109.0,1.0,0.0,0.0,1.0,1.0,0.0,Piégon (26110),/management/ville/piegon/ville-26233
177.0,32.0,62.0,116.0,143.0,1.0,0.0,0.0,1.0,1.0,0.0,Hannogne-Saint-Martin (08160),/management/ville/hannogne-saint-martin/ville-08209
281.0,92.0,129.0,152.0,210.0,,,,,,,Cottance (42360),/management/ville/cottance/ville-42073
197.0,82.0,89.0,108.0,178.0,2.0,0.0,1.0,2.0,2.0,0.0,Fontanes (46230),/management/ville/fontanes/ville-46109
123.0,152.0,60.0,63.0,112.0,1.0,0.0,1.0,1.0,1.0,0.0,Chaudeyrac (48170),/management/ville/chaudeyrac/ville-48045
154.0,34.0,61.0,93.0,132.0,1.0,0.0,0.0,1.0,1.0,0.0,Vorges (02860),/management/ville/vorges/ville-02824
116.0,10.0,20.0,96.0,110.0,1.0,0.0,0.0,1.0,1.0,0.0,Clermont-Savès (32600),/management/ville/clermont-saves/ville-32105
652.0,216.0,268.0,384.0,487.0,2.0,0.0,1.0,5.0,1.0,4.0,Lautrec (81440),/management/ville/lautrec/ville-81139
446.0,155.0,181.0,265.0,397.0,2.0,0.0,2.0,2.0,1.0,1.0,Hénansal (22400),/management/ville/henansal/ville-22077
41.0,22.0,14.0,27.0,33.0,,,,,,,Saint-Bon (51310),/management/ville/saint-bon/ville-51473
42.0,8.0,18.0,24.0,36.0,,,,,,,Vergranne (25110),/management/ville/vergranne/ville-25602
978.0,128.0,476.0,502.0,894.0,2.0,0.0,0.0,5.0,1.0,4.0,Saint-Germain-Laval (77130),/management/ville/saint-germain-laval/ville-77409
300.0,47.0,97.0,203.0,278.0,1.0,0.0,0.0,1.0,1.0,0.0,Monceaux (60940),/management/ville/monceaux/ville-60406
1187.0,164.0,581.0,606.0,958.0,2.0,0.0,0.0,4.0,3.0,1.0,Saint-Brès (34670),/management/ville/saint-bres/ville-34244
35.0,17.0,15.0,20.0,23.0,1.0,1.0,0.0,4.0,0.0,4.0,Étais (21500),/management/ville/etais/ville-21252
230.0,40.0,77.0,153.0,213.0,1.0,1.0,1.0,0.0,0.0,0.0,Senantes (28210),/management/ville/senantes/ville-28372
37.0,33.0,21.0,16.0,38.0,1.0,0.0,0.0,1.0,1.0,0.0,Ninville (52800),/management/ville/ninville/ville-52352
66.0,79.0,42.0,24.0,33.0,,,,,,,Ciamannacce (20134),/management/ville/ciamannacce/ville-2A089
194.0,128.0,113.0,81.0,170.0,1.0,0.0,0.0,1.0,1.0,0.0,Badefols-d'Ans (24390),/management/ville/badefols-d-ans/ville-24021
561.0,82.0,205.0,356.0,479.0,1.0,0.0,1.0,1.0,0.0,1.0,Auberives-sur-Varèze (38550),/management/ville/auberives-sur-vareze/ville-38019
219.0,130.0,107.0,112.0,219.0,2.0,0.0,2.0,3.0,3.0,0.0,La Chapelle-devant-Bruyères (88600),/management/ville/la-chapelle-devant-bruyeres/ville-88089
275.0,132.0,149.0,125.0,216.0,,,,,,,Les Aires (34600),/management/ville/les-aires/ville-34008
128.0,21.0,38.0,90.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Aybert (59163),/management/ville/saint-aybert/ville-59530
544.0,199.0,259.0,285.0,460.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Hilaire-lez-Cambrai (59292),/management/ville/saint-hilaire-lez-cambrai/ville-59533
44.0,19.0,14.0,30.0,42.0,1.0,0.0,0.0,1.0,1.0,0.0,Champneuville (55100),/management/ville/champneuville/ville-55099
88.0,67.0,40.0,48.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,Poursac (16700),/management/ville/poursac/ville-16268
32.0,20.0,15.0,18.0,23.0,1.0,0.0,1.0,1.0,0.0,1.0,Chahains (61320),/management/ville/chahains/ville-61080
85.0,83.0,47.0,38.0,60.0,1.0,0.0,0.0,2.0,0.0,2.0,Moutier-d'Ahun (23150),/management/ville/moutier-d-ahun/ville-23138
123.0,51.0,47.0,76.0,101.0,1.0,0.0,1.0,3.0,1.0,2.0,Montmaur (11320),/management/ville/montmaur/ville-11252
131.0,28.0,61.0,70.0,93.0,1.0,0.0,9.0,1.0,0.0,1.0,Floure (11800),/management/ville/floure/ville-11146
27.0,5.0,11.0,16.0,24.0,,,,,,,Cuiry-lès-Chaudardes (02160),/management/ville/cuiry-les-chaudardes/ville-02250
351.0,70.0,120.0,231.0,330.0,3.0,0.0,1.0,6.0,4.0,2.0,Ordan-Larroque (32350),/management/ville/ordan-larroque/ville-32301
66.0,18.0,21.0,45.0,57.0,1.0,1.0,0.0,1.0,0.0,1.0,Limeux (18120),/management/ville/limeux/ville-18128
72.0,51.0,32.0,40.0,54.0,1.0,0.0,0.0,2.0,1.0,1.0,Ruffieu (01260),/management/ville/ruffieu/ville-01330
704.0,300.0,339.0,365.0,639.0,1.0,0.0,2.0,3.0,2.0,1.0,Plouguernével (22110),/management/ville/plouguernevel/ville-22220
37.0,56.0,20.0,18.0,33.0,1.0,0.0,1.0,1.0,1.0,0.0,Buoux (84480),/management/ville/buoux/ville-84023
188.0,53.0,72.0,117.0,155.0,1.0,0.0,0.0,1.0,1.0,0.0,Parassy (18220),/management/ville/parassy/ville-18176
798.0,214.0,349.0,449.0,686.0,1.0,1.0,0.0,0.0,0.0,0.0,Bois-de-Céné (85710),/management/ville/bois-de-cene/ville-85024
86.0,59.0,36.0,50.0,86.0,,,,,,,Rehaupal (88640),/management/ville/rehaupal/ville-88380
177.0,289.0,80.0,97.0,115.0,1.0,0.0,0.0,2.0,1.0,1.0,Soueix-Rogalle (09140),/management/ville/soueix-rogalle/ville-09299
656.0,88.0,203.0,453.0,581.0,1.0,0.0,1.0,1.0,1.0,0.0,Villiers-en-Plaine (79160),/management/ville/villiers-en-plaine/ville-79351
595.0,77.0,276.0,319.0,543.0,1.0,0.0,0.0,1.0,0.0,1.0,Steinbach (68700),/management/ville/steinbach/ville-68322
172.0,50.0,59.0,113.0,140.0,,,,,,,Ménesqueville (27850),/management/ville/menesqueville/ville-27396
107.0,35.0,47.0,61.0,98.0,1.0,0.0,0.0,2.0,1.0,1.0,Mons (16140),/management/ville/mons/ville-16221
40.0,17.0,23.0,17.0,35.0,,,,,,,Éclaires (51800),/management/ville/eclaires/ville-51222
382.0,60.0,155.0,227.0,346.0,3.0,1.0,1.0,3.0,2.0,1.0,Saint-Genis-d'Hiersac (16570),/management/ville/saint-genis-d-hiersac/ville-16320
51.0,19.0,30.0,21.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,Villers-Chemin-et-Mont-lès-Étrelles (70700),/management/ville/villers-chemin-et-mont-les-etrelles/ville-70366
278.0,83.0,89.0,189.0,234.0,1.0,1.0,0.0,0.0,0.0,0.0,Orist (40300),/management/ville/orist/ville-40211
133.0,19.0,37.0,96.0,132.0,1.0,0.0,6.0,1.0,1.0,0.0,Bouzais (18200),/management/ville/bouzais/ville-18034
61.0,8.0,20.0,41.0,54.0,1.0,0.0,0.0,1.0,1.0,0.0,Laboulbène (81100),/management/ville/laboulbene/ville-81118
39.0,13.0,19.0,20.0,32.0,1.0,0.0,2.0,1.0,1.0,0.0,Saint-Médard-Nicourby (46210),/management/ville/saint-medard-nicourby/ville-46282
13274.0,14000.0,11157.0,2118.0,11873.0,78.0,1.0,81.0,86.0,2.0,84.0,Montrouge (92120),/management/ville/montrouge/ville-92049
9.0,29.0,5.0,4.0,8.0,,,,,,,Aucelon (26340),/management/ville/aucelon/ville-26017
56.0,5.0,19.0,37.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,Haulies (32550),/management/ville/haulies/ville-32153
87.0,13.0,34.0,53.0,78.0,1.0,1.0,1.0,1.0,0.0,1.0,Saint-Aoustrille (36100),/management/ville/saint-aoustrille/ville-36179
8012.0,4196.0,5732.0,2280.0,5033.0,14.0,1.0,19.0,17.0,7.0,10.0,Abbeville (80100),/management/ville/abbeville/ville-80001
93.0,17.0,41.0,52.0,78.0,,,,,,,Villers-le-Sec (02240),/management/ville/villers-le-sec/ville-02813
260.0,78.0,103.0,157.0,234.0,2.0,3.0,2.0,0.0,0.0,0.0,Sillars (86320),/management/ville/sillars/ville-86262
132.0,186.0,58.0,75.0,110.0,,,,,,,Morton (86120),/management/ville/morton/ville-86169
87.0,100.0,49.0,38.0,69.0,,,,,,,Saint-Agnant-près-Crocq (23260),/management/ville/saint-agnant-pres-crocq/ville-23178
581.0,126.0,211.0,370.0,517.0,2.0,0.0,3.0,2.0,2.0,0.0,Creys-Mépieu (38510),/management/ville/creys-mepieu/ville-38139
1650.0,611.0,840.0,810.0,1178.0,1.0,0.0,1.0,1.0,0.0,1.0,Cadenet (84160),/management/ville/cadenet/ville-84026
1246.0,796.0,712.0,534.0,974.0,5.0,0.0,2.0,14.0,7.0,7.0,Le Bourg-d'Oisans (38520),/management/ville/le-bourg-d-oisans/ville-38052
199.0,28.0,57.0,142.0,166.0,1.0,0.0,1.0,1.0,0.0,1.0,Fouju (77390),/management/ville/fouju/ville-77195
220.0,127.0,108.0,112.0,158.0,3.0,0.0,1.0,5.0,2.0,3.0,Loché-sur-Indrois (37460),/management/ville/loche-sur-indrois/ville-37133
322.0,117.0,152.0,170.0,246.0,2.0,0.0,2.0,3.0,2.0,1.0,Villechenève (69770),/management/ville/villecheneve/ville-69263
130.0,26.0,53.0,77.0,119.0,1.0,2.0,0.0,5.0,5.0,0.0,Vergoignan (32720),/management/ville/vergoignan/ville-32460
828.0,96.0,367.0,462.0,704.0,1.0,0.0,3.0,1.0,0.0,1.0,Sundhoffen (68280),/management/ville/sundhoffen/ville-68331
20.0,38.0,10.0,10.0,12.0,,,,,,,Dernacueillette (11330),/management/ville/dernacueillette/ville-11118
52.0,29.0,25.0,28.0,36.0,1.0,0.0,0.0,1.0,1.0,0.0,Belbèze-en-Comminges (31260),/management/ville/belbeze-en-comminges/ville-31059
620.0,112.0,273.0,347.0,488.0,4.0,0.0,2.0,4.0,3.0,1.0,Acquigny (27400),/management/ville/acquigny/ville-27003
429.0,184.0,198.0,232.0,334.0,1.0,1.0,0.0,0.0,0.0,0.0,Opoul-Périllos (66600),/management/ville/opoul-perillos/ville-66127
187.0,49.0,79.0,109.0,173.0,1.0,0.0,1.0,1.0,1.0,0.0,Momuy (40700),/management/ville/momuy/ville-40188
80.0,23.0,36.0,45.0,63.0,1.0,0.0,5.0,7.0,6.0,1.0,Villeneuve-d'Amont (25270),/management/ville/villeneuve-d-amont/ville-25621
628.0,255.0,240.0,388.0,519.0,2.0,0.0,2.0,3.0,2.0,1.0,Mazeyrat-d'Allier (43300),/management/ville/mazeyrat-d-allier/ville-43132
1218.0,372.0,699.0,519.0,1042.0,3.0,0.0,3.0,3.0,2.0,1.0,Éloyes (88510),/management/ville/eloyes/ville-88158
182.0,274.0,111.0,71.0,147.0,2.0,0.0,5.0,2.0,1.0,1.0,Faux-la-Montagne (23340),/management/ville/faux-la-montagne/ville-23077
2311.0,407.0,1091.0,1220.0,1925.0,4.0,0.0,4.0,7.0,4.0,3.0,Elven (56250),/management/ville/elven/ville-56053
131.0,43.0,58.0,73.0,96.0,1.0,0.0,0.0,1.0,1.0,0.0,Bromeilles (45390),/management/ville/bromeilles/ville-45056
358.0,62.0,147.0,211.0,307.0,3.0,0.0,2.0,3.0,2.0,1.0,Corcelles-en-Beaujolais (69220),/management/ville/corcelles-en-beaujolais/ville-69065
86.0,41.0,34.0,52.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,Cailly-sur-Eure (27490),/management/ville/cailly-sur-eure/ville-27124
239.0,41.0,95.0,145.0,229.0,1.0,0.0,0.0,1.0,1.0,0.0,Areines (41100),/management/ville/areines/ville-41003
126.0,53.0,67.0,59.0,105.0,1.0,1.0,0.0,1.0,0.0,1.0,Saint-Loup (17380),/management/ville/saint-loup/ville-17356
276.0,58.0,112.0,163.0,230.0,2.0,1.0,1.0,1.0,1.0,0.0,Chevrières (38160),/management/ville/chevrieres/ville-38099
99.0,9.0,37.0,62.0,90.0,1.0,0.0,0.0,1.0,1.0,0.0,Espins (14220),/management/ville/espins/ville-14248
1041.0,80.0,335.0,705.0,966.0,2.0,0.0,1.0,3.0,3.0,0.0,Drémil-Lafage (31280),/management/ville/dremil-lafage/ville-31163
43.0,31.0,18.0,24.0,29.0,1.0,0.0,4.0,2.0,2.0,0.0,Pellerey (21440),/management/ville/pellerey/ville-21479
2081.0,799.0,1245.0,836.0,1518.0,4.0,0.0,4.0,5.0,3.0,2.0,Trèbes (11800),/management/ville/trebes/ville-11397
333.0,51.0,100.0,233.0,294.0,3.0,2.0,1.0,2.0,1.0,1.0,Chaneins (01990),/management/ville/chaneins/ville-01083
237.0,138.0,120.0,116.0,142.0,2.0,0.0,2.0,2.0,2.0,0.0,Thézan-des-Corbières (11200),/management/ville/thezan-des-corbieres/ville-11390
22.0,5.0,12.0,10.0,19.0,1.0,0.0,0.0,1.0,1.0,0.0,Élencourt (60210),/management/ville/elencourt/ville-60205
126.0,81.0,42.0,84.0,121.0,,,,,,,Saint-Siméon (27560),/management/ville/saint-simeon/ville-27603
72.0,55.0,42.0,30.0,63.0,1.0,0.0,0.0,1.0,1.0,0.0,Wildenstein (68820),/management/ville/wildenstein/ville-68370
831.0,93.0,256.0,574.0,777.0,1.0,0.0,0.0,1.0,0.0,1.0,Chuzelles (38200),/management/ville/chuzelles/ville-38110
31.0,23.0,11.0,20.0,31.0,2.0,0.0,1.0,5.0,4.0,1.0,Paissy (02160),/management/ville/paissy/ville-02582
730.0,173.0,336.0,393.0,659.0,1.0,0.0,0.0,5.0,1.0,4.0,Saint-Julien-des-Landes (85150),/management/ville/saint-julien-des-landes/ville-85236
51.0,47.0,26.0,24.0,45.0,,,,,,,Veyrières (15350),/management/ville/veyrieres/ville-15254
241.0,56.0,117.0,124.0,231.0,1.0,0.0,1.0,1.0,1.0,0.0,Culmont (52600),/management/ville/culmont/ville-52155
8250.0,3970.0,5791.0,2459.0,7579.0,10.0,0.0,10.0,10.0,3.0,7.0,Chamalières (63400),/management/ville/chamalieres/ville-63075
3144.0,417.0,1276.0,1868.0,2478.0,1.0,1.0,0.0,0.0,0.0,0.0,Charvieu-Chavagneux (38230),/management/ville/charvieu-chavagneux/ville-38085
1043.0,200.0,409.0,634.0,941.0,1.0,1.0,0.0,0.0,0.0,0.0,Corquilleroy (45120),/management/ville/corquilleroy/ville-45104
686.0,162.0,303.0,382.0,605.0,1.0,0.0,1.0,1.0,0.0,1.0,Saint-Privat (07200),/management/ville/saint-privat/ville-07289
62.0,44.0,29.0,34.0,50.0,1.0,0.0,4.0,1.0,1.0,0.0,La Celle-sous-Gouzon (23230),/management/ville/la-celle-sous-gouzon/ville-23040
201.0,75.0,63.0,138.0,190.0,1.0,0.0,2.0,2.0,0.0,2.0,Sonnac (12700),/management/ville/sonnac/ville-12272
145.0,71.0,75.0,70.0,132.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Brieuc-de-Mauron (56430),/management/ville/saint-brieuc-de-mauron/ville-56208
415.0,158.0,200.0,215.0,388.0,1.0,0.0,0.0,1.0,1.0,0.0,Saint-Thurien (29380),/management/ville/saint-thurien/ville-29269
837.0,231.0,407.0,430.0,673.0,1.0,0.0,0.0,2.0,2.0,0.0,Barsac (33720),/management/ville/barsac/ville-33030
270.0,128.0,127.0,143.0,231.0,1.0,0.0,1.0,2.0,1.0,1.0,Civrac-en-Médoc (33340),/management/ville/civrac-en-medoc/ville-33128
176.0,20.0,55.0,121.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0,Luyères (10150),/management/ville/luyeres/ville-10210
350.0,48.0,130.0,220.0,328.0,1.0,0.0,1.0,1.0,1.0,0.0,Herbsheim (67230),/management/ville/herbsheim/ville-67192
340.0,90.0,125.0,215.0,296.0,1.0,1.0,0.0,0.0,0.0,0.0,Dannemois (91490),/management/ville/dannemois/ville-91195
1352.0,663.0,885.0,467.0,1076.0,1.0,0.0,0.0,1.0,1.0,0.0,Miramont-de-Guyenne (47800),/management/ville/miramont-de-guyenne/ville-47168
105.0,12.0,38.0,67.0,93.0,1.0,0.0,1.0,1.0,1.0,0.0,Givrauval (55500),/management/ville/givrauval/ville-55214
653.0,169.0,292.0,361.0,553.0,1.0,0.0,0.0,2.0,1.0,1.0,Cousances-les-Forges (55170),/management/ville/cousances-les-forges/ville-55132
189.0,19.0,64.0,126.0,157.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Jean-de-Cuculles (34270),/management/ville/saint-jean-de-cuculles/ville-34266
235.0,81.0,98.0,137.0,184.0,2.0,0.0,1.0,2.0,2.0,0.0,Saint-Denis-le-Vêtu (50210),/management/ville/saint-denis-le-vetu/ville-50464
40.0,6.0,13.0,27.0,33.0,1.0,0.0,0.0,1.0,1.0,0.0,Saint-Germier (31290),/management/ville/saint-germier/ville-31485
845.0,114.0,360.0,485.0,744.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Denis-la-Chevasse (85170),/management/ville/saint-denis-la-chevasse/ville-85208
537.0,312.0,249.0,288.0,465.0,1.0,0.0,1.0,1.0,1.0,0.0,Branoux-les-Taillades (30110),/management/ville/branoux-les-taillades/ville-30051
339.0,46.0,124.0,215.0,287.0,2.0,1.0,3.0,2.0,1.0,1.0,Le Sel-de-Bretagne (35320),/management/ville/le-sel-de-bretagne/ville-35322
689.0,77.0,213.0,476.0,619.0,1.0,0.0,2.0,1.0,1.0,0.0,Montreuil-le-Gast (35520),/management/ville/montreuil-le-gast/ville-35193
338.0,436.0,196.0,142.0,234.0,2.0,0.0,2.0,2.0,2.0,0.0,Entrevaux (04320),/management/ville/entrevaux/ville-04076
37.0,84.0,22.0,15.0,20.0,1.0,0.0,0.0,2.0,2.0,0.0,Le Tech (66230),/management/ville/le-tech/ville-66206
4715.0,936.0,2692.0,2023.0,4007.0,3.0,0.0,3.0,4.0,3.0,1.0,Saint-Estève (66240),/management/ville/saint-esteve/ville-66172
